,Time[s],x1,x2,x3,y
12447,45.61,-11.411,-0.158,46,-6.382
92293,69.76,1.778,-0.156,38,-7.572
182043,22.89,4.207,0.156,43,6.919
191396,95.41,-11.058,-0.63,45,-7.796
81958,63.81,-4.127,-0.157,43,-6.476
106704,23.62,2.918,0.158,45,6.719
134500,80.88,-5.335,-0.158,38,-7.609
128177,32.87,-0.433,0.159,32,9.351
102208,152.71,9.496,2.986,45,11.039
150205,70.28,0.262,-0.157,33,-9.376
78829,28.96,-0.331,0.157,28,9.211
115004,62.61,-6.395,-0.157,38,-6.865
165562,142.11,9.017,0.501,44,6.788
88982,103.18,-1.801,-0.63,35,-10.715
19324,64.38,-4.56,-0.158,34,-7.777
75563,101.24,-6.145,-2.978,38,-15.891
195291,4.41,11.993,0.157,34,7.047
108063,135.48,3.716,0.979,45,7.315
144672,27.34,-0.741,0.155,38,7.637
24784,65.21,-2.565,-0.158,46,-7.012
12710,91.16,-1.664,0.628,45,8.467
194842,22.76,5.21,0.158,36,7.702
111472,134.27,4.435,2.04,44,11.236
410,66.56,-1.619,-0.155,30,-7.903
55626,35.43,-0.741,0.158,45,7.22
192745,106.31,8.972,0.497,44,6.75
121892,30.65,0.046,0.158,27,10.151
37504,58.33,-11.765,-0.158,45,-5.795
176256,58.93,-11.035,-0.157,45,-5.874
136638,766.8,-3.181,-0.016,32,-8.53
7567,31.56,-1.972,0.158,45,8.153
81242,43.07,-7.273,-0.156,45,-6.096
152679,135.19,3.671,1.742,46,10.525
59516,130.83,-4.879,-0.186,45,-6.709
61167,123.64,1.995,1.572,44,11.411
192043,79.88,-4.321,-0.157,36,-8.128
146807,104.19,-3.944,-0.63,44,-8.289
77355,104.41,-4.457,-0.629,45,-7.52
186538,4.23,11.628,0.157,30,6.941
88162,129.98,-2.85,-1.572,45,-11.065
105897,67.42,-0.547,-0.158,38,-7.835
168232,85.78,0.695,0.046,32,8.31
150926,149,-4.309,-2.416,38,-14.118
71991,16.73,12.722,0.157,38,6.2
33020,135.62,8.254,0.574,29,10.681
163931,37.56,1.721,0.157,37,7.176
175302,76.66,0.524,-0.157,44,-7.357
26663,309.92,-4.606,-0.031,32,-7.049
86045,83.62,8.926,0.452,44,6.882
156287,95.15,12.608,0.774,35,9.564
83725,77.56,-0.958,-0.156,37,-7.86
137001,78.66,-3.602,-0.158,30,-9.105
140437,71.28,1.961,-0.157,44,-8.055
117856,58.47,-12.722,-0.157,34,-6.95
197334,34.74,-2.189,0.155,45,6.431
35043,39.54,3.226,0.156,44,5.813
73073,100.67,-3.488,-0.628,46,-8.222
50174,17.3,12.517,0.155,36,6.73
28337,60.11,-9.462,-0.157,43,-6.013
149897,64.41,-3.329,-0.158,44,-6.599
191008,140.73,-4.97,-0.23,45,-6.857
122676,46.06,-11.924,-0.157,36,-6.294
27408,34.68,-1.06,0.158,44,7.592
28763,64.93,-2.28,-0.157,45,-6.323
132335,24.81,4.526,0.157,27,10.012
10008,26.03,2.36,0.157,28,9.374
36716,6.53,12.722,0.157,45,5.153
162484,42.57,6.863,0.078,32,7.987
184040,139.62,-7.307,-2.044,28,-17.425
80346,73.21,1.676,-0.157,36,-8.379
143683,134.9,6.076,2.039,43,15.326
145821,37.13,0.65,0.156,44,6.684
197133,44.39,-10.385,-0.159,36,-7.127
22355,149.2,-6.179,-1.943,30,-14.53
159306,25.2,1.003,0.155,44,7.016
19406,92.51,-2.85,-1.572,37,-12.91
14235,67.69,0.707,-0.157,45,-6.882
57299,18.47,12.255,0.159,30,8.057
102401,32.4,-2.075,0.156,35,7.899
124116,21.18,6.726,0.158,38,6.72
28679,44.72,-10.75,-0.157,36,-7.003
122935,37.11,1.197,0.158,36,7.246
15686,116.61,-6.806,-1.101,45,-8.886
146500,22.92,4.56,0.156,35,7.311
21761,123.86,0.901,1.572,44,11.027
159427,31.61,-1.881,0.157,36,8.247
145089,61.22,-7.672,-0.157,43,-5.925
153427,142.46,1.55,-0.079,32,-8.596
21108,18.45,11.856,0.158,36,7.636
68446,26.5,1.984,0.157,30,9.528
89924,100.53,-4.013,-0.628,45,-7.971
169841,104,-6.167,-0.629,28,-11.553
128480,74.41,1.186,-0.159,38,-8.408
179011,17.73,12.095,0.157,32,6.862
167024,79.9,-3.181,-0.156,37,-6.955
89478,141.95,8.915,0.11,30,8.23
14513,30.27,-1.87,0.159,44,8.166
96622,66.52,-2.086,-0.157,37,-8.309
173289,90.48,-0.958,0.628,45,8.552
71233,39.05,3.568,0.158,44,6.886
117670,89.64,2.109,0.628,45,8.522
80758,74.44,2.018,-0.157,45,-7.577
84235,90.26,-0.422,0.628,44,8.495
85353,309.94,-0.593,0.017,32,9.455
162076,38.77,4.697,0.157,28,8.441
102111,4.11,9.565,0.157,43,5.049
66355,24.72,2.177,0.156,44,7.551
166305,1.92,6.886,0.157,44,5.698
167481,76.87,-0.148,-0.156,36,-7.827
146221,75.35,1.585,-0.157,44,-7.448
69547,66.32,-2.873,-0.157,27,-8.845
51211,29.12,-1.63,0.156,36,8.007
129351,76.62,-1.938,-0.158,28,-9.855
64683,69.21,1.311,-0.157,44,-7.651
163815,36.94,0.125,0.156,45,6.408
47005,34.52,-1.949,0.155,44,6.853
141767,1.21,7.25,0.104,45,6.698
81514,24.41,3.078,0.156,46,8.028
57413,103.07,0.148,-0.629,45,-9.11
31184,128.39,-12.643,-1.572,45,-9.53
98538,45.35,-10.819,-0.157,36,-6.168
171940,572.81,-12.209,-0.016,32,-7.686
69103,80.82,-4.343,-0.158,43,-6.714
186639,2.33,7.604,0.157,44,5.767
15830,3.3,9.188,0.156,42,5.881
117392,95.2,-9.781,-0.629,45,-7.658
147537,72.41,2.599,-0.157,45,-7.548
7161,44.81,-10.921,-0.158,35,-7.056
157768,37.19,1.824,0.157,28,7.775
166397,34.67,-1.254,0.158,44,7.397
7830,125.06,5.723,0.342,36,7.74
167110,118.47,-0.228,-1.102,45,-8.09
25389,30.55,-1.448,0.156,35,8.663
79867,25.66,1.778,0.158,45,8.341
116470,46.31,-12.54,-0.156,34,-6.593
81496,88.87,6.407,0.628,44,8.426
53861,100.31,-4.902,-0.628,43,-7.52
34988,75.07,0.49,-0.157,33,-8.734
67135,80.65,-3.853,-0.157,45,-6.5
193128,73.55,2.907,-0.156,43,-7.065
108405,92.93,5.358,0.629,35,9.205
114685,86.75,3.739,1.57,34,13.9
71982,135.82,5.848,0.114,38,7.503
34361,70.23,0.296,-0.158,29,-9.315
157535,71.96,2.508,-0.156,38,-7.637
84230,124.78,3.865,1.059,45,7.626
167618,88.23,12.7,0.628,30,10.704
118677,72.08,2.018,-0.157,44,-8.127
192077,74.44,4.845,0.047,32,7.967
111295,111.08,0.764,1.1,38,9.567
88614,65.29,-2.782,-0.157,38,-7.36
78831,62.35,-5.449,-0.156,44,-5.503
96387,74.08,2.029,-0.158,44,-7.729
34993,747.62,-0.992,-0.016,32,-8.662
85488,70.92,1.505,-0.158,37,-8.397
8574,104.97,-5.187,-0.143,38,-6.781
90651,73.86,2.314,-0.156,44,-7.549
178049,70.91,1.87,-0.157,35,-8.03
176417,622.9,-4.378,-0.015,32,-7.631
114579,103.81,-4.252,-0.628,30,-10.66
39792,43.42,-8.561,-0.158,43,-6.818
121875,27.64,-0.331,0.157,45,8.292
90631,73.73,1.961,-0.157,38,-7.943
90604,40.56,5.472,0.158,44,6.433
51661,125.05,4.4,0.389,45,6.474
131335,79.76,-3.488,-0.156,35,-7.468
50848,60.7,-10.283,-0.157,28,-7.728
167498,129.49,0.331,-1.57,45,-9.708
86875,149.85,-5.506,-0.266,44,-7.428
57782,29.62,-1.22,0.159,37,8.614
65817,78.85,-2.747,-0.156,36,-8.024
7147,40.93,6.829,0.156,28,7.239
4331,61.79,-7.957,-0.158,38,-7.107
110639,83.51,8.493,0.175,44,7.459
48836,33.92,-1.516,0.156,35,7.722
178912,95.02,10.328,0.433,36,8.296
36777,22.3,5.996,0.157,34,7.791
154053,29.72,-2.291,0.155,37,7.616
94759,119.05,-6.521,-1.063,44,-9.253
69824,80.23,-4.982,-0.158,35,-8.254
51215,30.76,-1.961,0.159,38,8.149
88844,32.54,-2.405,0.156,45,7.528
83162,27.33,-0.638,0.155,38,7.732
194800,60.81,-9.086,-0.158,35,-6.698
166039,4.15,11.195,0.157,45,6.627
154426,20.67,7.558,0.157,45,6.765
180452,81.13,-4.457,-0.157,38,-6.336
40803,64.58,-4.161,-0.158,37,-7.683
10254,148.24,-9.998,-2.513,45,-10.984
176701,36.96,0.65,0.158,46,6.876
86473,87.77,12.449,0.628,44,7.626
35342,63.75,-3.671,-0.156,44,-5.949
161129,20.79,8.983,0.156,28,8.383
75856,30.99,-2.975,0.156,45,7.178
22818,112.18,4.309,0.219,44,6.161
10389,70.84,2.28,-0.157,44,-7.599
47437,91.38,-0.923,0.629,45,9.006
128208,64.59,-3.534,-0.158,44,-7.063
72908,74.65,0.912,-0.156,35,-8.575
87668,130.11,-3.386,-1.572,45,-10.295
62685,78.64,-1.642,-0.159,45,-7.182
62942,36.61,1.334,0.157,34,8.012
141035,17.36,12.54,0.158,44,6.809
103821,153.6,2.907,1.822,45,10.607
74785,104.52,-5.905,-0.629,45,-8.258
191852,62.44,-6.213,-0.158,45,-6.393
49559,34.76,-1.539,0.158,44,7.031
41239,75.88,0.809,-0.157,43,-7.796
55901,42.89,-8.071,-0.157,36,-7.157
137726,2.74,8.197,0.156,36,5.737
64828,42.77,-8.333,-0.158,36,-7.603
25618,74.33,2.132,-0.157,37,-7.52
67060,27.86,10.876,0.015,31,6.749
142324,137.19,-10.066,-0.616,45,-7.506
119531,89.64,5.358,0.628,29,11.826
51789,60.01,-9.656,-0.158,46,-6.046
161909,120.8,10.249,0.538,43,7.909
36900,128.76,-6.281,-1.571,45,-9.078
38556,70.52,1.459,-0.156,36,-8.298
78465,429.25,-11.468,-0.016,32,-7.277
60836,40.11,4.537,0.157,45,6.229
57862,25.09,3.032,0.157,30,8.904
190599,58.56,-11.389,-0.156,44,-5.747
26754,153.54,1.892,1.975,45,10.412
108510,73.11,2.44,-0.156,45,-7.646
193843,116.71,-7.353,-1.098,45,-10.598
184607,70.46,2.246,-0.157,46,-7.471
175391,102.8,0.787,-0.628,45,-9.047
76622,143.79,9.565,2.514,45,13.354
93841,31.48,-0.274,0.158,28,9.858
127931,81.81,-5.996,-0.159,45,-6.802
128066,35.55,-0.787,0.156,45,7.073
28654,74.27,-0.194,-0.158,29,-9.863
104374,106.19,8.14,0.18,44,7.082
134920,18.71,12.038,0.157,27,8.216
126308,67.27,-1.619,-0.157,30,-8.752
41148,81.57,-6.042,-0.157,45,-7.236
159867,113.9,-12.529,-1.099,44,-8.416
155875,19.7,9.861,0.157,37,7.543
105931,130.51,-4.765,-1.012,45,-8.379
144205,19.81,8.721,0.157,44,6.562
189182,38.31,2.303,0.157,36,6.724
141446,157.36,-10.431,-2.982,28,-19.261
85098,73.3,1.243,-0.158,36,-8.787
161010,35.03,-0.752,0.158,43,7.589
115948,587.76,-8.995,-0.015,32,-6.728
159007,111.9,8.527,0.895,28,11.133
71105,73.57,1.322,-0.158,35,-8.624
58922,78.92,-2.554,-0.158,38,-7.715
52743,129.91,-8.459,-1.571,28,-17.273
121534,801.52,-7.421,-0.016,32,-7.529
1866,111.55,-0.912,0.046,32,8.056
59666,95.39,-10.442,-0.629,45,-7.305
155797,101.81,-6.92,-1.639,37,-13.617
41442,66.1,-0.866,-0.157,44,-6.55
30283,38.54,2.497,0.156,44,6.591
79681,87.19,5.267,1.573,36,12.961
39920,151.38,10.693,0.868,45,7.334
82311,61.35,-7.741,-0.157,35,-6.201
111467,104.16,-3.865,-0.628,45,-8.377
3089,58.87,-11.354,-0.157,43,-6.123
13769,31.15,-1.14,0.156,36,9.016
182274,109.27,9.245,1.099,45,10.262
179587,97.38,4.161,1.884,34,12.216
142941,29.53,-1.676,0.155,36,8.156
14788,28.69,-1.892,0.156,45,7.505
188725,60.82,-8.972,-0.157,36,-6.589
186345,149.49,-5.894,-1.196,46,-10.391
126841,42.76,-7.41,-0.155,45,-6.718
150649,39.15,5.335,0.157,27,8.506
134773,4.93,11.081,0.156,44,5.448
81048,102.17,1.186,-0.628,46,-8.872
164444,102.81,1.425,-0.628,45,-8.382
7470,88.98,5.483,0.628,45,8.147
190477,24.27,3.808,0.158,35,8.538
103396,4.89,12.574,0.157,28,6.985
102715,134.83,3.021,2.037,44,12.786
82110,145.2,4.321,0.466,46,6.526
121560,81.26,-4.742,-0.157,44,-6.42
68981,66.6,-0.616,-0.158,45,-6.936
72095,36.78,-0.342,0.158,45,6.113
93071,23.07,4.469,0.158,44,7.438
39268,39.53,3.26,0.156,38,5.85
125199,61.38,-8.048,-0.158,45,-6.542
196415,2.75,8.653,0.157,45,6.17
191486,65.29,-2.508,-0.156,37,-7.086
162706,8.11,10.819,0.048,32,7.544
68803,92.83,5.825,0.629,30,10.29
160702,61.36,-8.219,-0.156,33,-6.695
191252,23.62,4.549,0.157,35,8.345
33169,69.17,-0.502,-0.157,28,-9.428
184306,69.47,1.425,-0.156,38,-7.736
77288,140.66,-4.742,-0.414,44,-6.872
85527,35.95,11.423,0.079,32,7.378
68915,5.09,12.289,0.157,30,6.437
13680,63.44,-4.731,-0.157,45,-6.512
148279,28.95,-1.083,0.157,45,8.454
180804,39.96,4.617,0.157,37,6.535
75654,35.43,-0.433,0.158,44,7.523
115818,137.17,-9.895,-0.549,45,-7.524
879,23.87,4.093,0.158,37,8.268
87989,2.46,9.029,0.158,45,6.992
108720,143.68,11.867,2.513,43,12.843
101463,89.32,-11.115,-0.45,35,-9.032
28802,134.41,4.4,2.043,46,12.993
11306,62.09,-6.441,-0.157,44,-6.075
84139,34.18,-1.847,0.157,44,7.191
40574,68.99,-0.49,-0.159,28,-9.273
3041,64.78,-3.637,-0.158,36,-7.456
2174,72.32,1.71,-0.156,38,-8.451
107533,157.05,-12.369,-2.984,45,-13.578
103354,71.03,2.462,-0.157,45,-7.478
177589,42.94,-6.794,-0.156,44,-5.822
131514,45.29,-11.218,-0.157,34,-6.655
74583,72.99,1.391,-0.158,35,-8.696
61281,140.17,-3.42,-1.696,44,-10.103
16576,74.26,1.379,-0.157,38,-8.307
47937,37.21,2.964,0.157,28,8.892
159650,117.86,-2.029,-1.098,31,-12.2
49756,81.02,-5.791,-0.158,37,-7.838
11460,29.77,-2.143,0.158,45,7.755
155138,35.7,0.023,0.157,45,7.729
98556,31.75,-1.596,0.158,45,8.507
177925,60.88,-8.881,-0.157,45,-6.598
160529,157.98,-3.671,-1.722,44,-10.831
22077,29.92,-2.223,0.156,37,7.745
155044,73.42,1.984,-0.157,45,-8.021
41286,73.25,2.565,-0.157,44,-7.482
32207,81.51,-5.153,-0.156,44,-6.452
128502,29.17,-1.63,0.158,38,8.017
156445,100.94,-5.472,-0.628,28,-11.695
35756,111.84,9.576,1.016,28,12.223
75012,20.34,8.789,0.156,35,7.476
123423,65.79,-2.257,-0.158,45,-7.501
36800,78.42,-1.448,-0.158,45,-7.281
194137,73.1,3.055,-0.156,43,-7.031
97025,84.22,10.933,0.629,45,6.794
25373,128.73,-12.551,-1.571,29,-15.041
150257,28.29,-1.573,0.157,44,7.559
197091,95.41,-12.437,-0.629,35,-9.167
172533,43.25,-8.812,-0.157,37,-7.33
22555,38.68,2.611,0.157,45,6.487
120331,92.49,3.101,0.63,35,9.363
91071,60.79,-9.314,-0.158,35,-6.871
196449,77.13,-0.41,-0.157,34,-7.805
11411,27.59,-1.425,0.156,44,7.171
28472,28.25,-0.502,0.159,44,8.572
90090,78.18,-2.177,-0.158,36,-8.313
65001,26.83,-0.011,0.157,35,7.856
40078,43.18,-8.197,-0.159,37,-6.805
101717,79.59,-2.531,-0.158,44,-6.741
64698,104.93,-6.943,-0.215,29,-8.593
192366,21.08,7.9,0.157,34,7.746
21003,20.09,8.493,0.156,37,6.794
38415,33.51,-1.288,0.158,36,8.183
163144,140.45,-8.231,-0.966,30,-11.753
165517,59.39,-11.981,-0.158,35,-7.456
133393,76.83,0.787,-0.157,44,-6.928
113751,45.18,-10.591,-0.158,45,-6.179
52867,134.32,5.255,2.043,45,12.696
110703,32.03,-2.77,0.158,45,7.284
188714,39.4,3.659,0.157,44,6.449
154179,20.62,8.881,0.157,30,7.994
104117,21.82,6.475,0.157,45,7.497
140649,33.36,-1.949,0.158,45,7.601
176784,78.67,-1.585,-0.157,45,-7.105
117709,28.26,-0.331,0.158,44,8.763
135777,69.49,2.12,-0.156,45,-7.053
71014,19.32,9.223,0.157,45,6.315
96047,88.34,9.325,0.628,44,7.944
67232,36.11,0.068,0.158,38,7.313
152345,58.06,-12.175,-0.157,38,-5.876
80457,35.81,0.148,0.157,35,7.731
167581,81.82,-6.042,-0.157,44,-6.845
93925,87.49,5.757,1.411,38,10.413
173614,92.38,-4.72,-1.572,37,-14.834
150093,65.76,-0.673,-0.155,43,-5.912
22106,74.55,1.858,-0.157,44,-7.685
74363,61.64,-6.692,-0.157,44,-5.606
96936,117.98,0.73,-1.098,38,-9.324
16663,93.6,4.218,0.23,45,5.867
185663,91.8,-0.832,0.628,44,8.225
199290,150.38,-1.562,0.032,32,8.582
193012,26.44,1.094,0.157,36,8.557
87970,24.74,1.368,0.155,38,6.774
15289,129.6,0.034,-1.573,44,-10.093
55680,318.43,-1.368,0.015,32,8.423
199784,18.75,11.514,0.156,33,7.742
152374,18.38,11.537,0.158,35,7.201
12695,67.91,0.319,-0.156,45,-7.503
80630,72.34,2.611,-0.157,34,-7.543
106301,66.02,-2.736,-0.158,34,-8.292
5516,182.18,1.528,0.03,32,7.239
134633,1.47,8.083,0.158,29,7.572
100074,95.51,-11.628,-0.629,45,-7.775
82641,37.16,1.208,0.158,45,7.184
106349,4.86,12.472,0.158,35,6.918
45754,91.07,-1.345,0.627,45,8.819
48176,40.13,4.218,0.156,45,5.889
3509,45.98,-11.104,-0.157,43,-5.581
135134,39.53,3.523,0.157,38,6.119
63570,79.35,-1.984,-0.156,44,-6.555
65388,146.74,-10.351,-0.679,45,-7.609
161328,101.48,0.046,-0.629,45,-8.459
67648,60.42,-9.804,-0.158,35,-6.801
194394,77.19,-0.695,-0.157,35,-8.01
27025,73.69,1.254,-0.158,35,-8.655
146313,106.22,8.06,0.262,44,6.626
142282,104.22,-3.99,-0.628,44,-8.191
157928,2.25,7.547,0.158,45,5.84
130612,102.38,-5.825,-0.164,38,-7.606
76545,35.56,-0.661,0.157,46,7.17
166198,20.66,8.39,0.158,45,7.559
138001,60.09,-9.758,-0.157,36,-6.271
198405,31.12,-1.927,0.156,35,8.24
83854,91.88,0.217,0.63,43,9.024
79417,67.94,1.744,-0.156,44,-6.108
22758,73.74,2.736,-0.156,45,-7.174
45791,35.91,-0.137,0.156,35,7.337
159800,3.23,10.853,0.157,28,7.63
78448,35.78,-0.616,0.158,43,6.984
96243,58.02,-11.879,-0.157,44,-5.539
161804,67.87,0.718,-0.156,45,-7.063
48165,80.66,-5.164,-0.157,36,-7.784
153546,113.43,-8.55,-0.185,44,-7.458
172602,153.15,8.96,2.92,28,19.475
87894,29.66,-0.604,0.159,35,9.251
8329,3.88,9.724,0.158,45,5.541
132562,112.09,0.456,0.048,32,9.287
198470,75.65,-0.16,-0.158,35,-8.947
78719,104.42,-6.988,-0.629,35,-9.943
118406,91.71,-0.821,0.628,43,8.493
122658,20.49,7.273,0.156,45,6.191
133368,75.71,1.277,-0.157,45,-7.481
151532,87.56,8.174,1.261,31,12.522
71688,71.77,1.573,-0.158,37,-8.531
7698,102.21,-6.977,-0.627,38,-9.515
112936,32.16,-2.314,0.158,45,7.705
129759,93.16,-7.342,-1.495,35,-12.18
147215,3,8.824,0.156,44,5.968
191616,69.25,1.231,-0.157,44,-7.77
23090,28.9,-1.072,0.157,45,8.445
87965,110.35,1.015,1.096,44,10.788
188918,5.04,11.765,0.156,45,5.983
119304,17.98,11.115,0.158,45,6.218
159206,99.39,-10.032,-0.628,45,-6.846
106592,18.65,10.682,0.159,45,6.751
185992,17.89,11.377,0.157,35,6.363
183014,153.43,0.889,2.249,45,10.956
191743,77.28,-2.041,-0.158,30,-9.261
126709,86.58,3.238,1.572,36,13.114
119562,402.56,-3.112,0,32,-3.111
185208,70.33,0.992,-0.157,34,-8.664
124557,135,1.231,2.039,44,9.301
197735,126.5,-10.477,-0.543,44,-8.127
75352,77.86,-0.878,-0.158,44,-7.419
81513,25.65,2.371,0.159,36,8.909
99847,73.49,0.661,-0.157,29,-9.324
124673,118.61,-1.619,-1.099,45,-8.388
162000,91.56,-1.083,0.628,44,8.57
101526,87.71,12.711,0.628,45,7.623
70821,17.17,12.426,0.158,44,6.443
86547,34.45,-1.573,0.158,43,7.26
38894,72.91,2.212,-0.156,45,-7.906
39462,116.14,-12.278,-1.099,44,-9.259
19562,21.42,6.601,0.157,43,6.988
63582,78.62,-3.808,-0.157,29,-9.372
122131,29.98,-2.223,0.157,44,7.745
197954,128.93,-4.651,-1.57,44,-9.889
98403,103.61,-0.228,-0.629,45,-7.579
144168,144.24,2.793,2.513,45,12.918
158052,3.98,12.187,0.158,27,7.847
87121,66.93,-1.55,-0.156,29,-8.293
176769,29.98,-2.303,0.157,37,7.672
36297,3.32,9.724,0.156,34,6.384
144529,79.23,-3.295,-0.158,34,-8.03
11847,90.42,-0.068,0.629,45,9.288
111809,130.62,-4.799,-0.725,45,-7.575
132336,69.92,1.585,-0.157,44,-7.856
99698,2.66,9.451,0.159,37,7.09
199480,72.52,2.098,-0.157,45,-8.056
25883,95.03,11.024,0.487,35,8.833
18979,75.49,0.034,-0.158,33,-8.88
89926,155.58,-9.69,-0.491,44,-7.491
168609,19.59,9.622,0.157,37,7.128
145693,126.4,-10.26,-0.278,30,-8.765
2429,61.99,-7.102,-0.158,46,-6.555
29930,74.31,1.425,-0.157,38,-8.235
121753,89.39,-11.195,-0.668,38,-8.486
176434,46.48,-12.266,-0.157,44,-6.093
46089,29.76,-1.938,0.158,44,7.949
109448,111.72,6.646,1.099,45,10.109
163324,77.09,-0.775,-0.157,35,-8.211
161470,20.68,7.786,0.157,34,7.007
13596,16.46,11.81,0.032,32,7.107
78394,152.69,10.887,2.987,45,11.768
146164,65.34,-2.462,-0.157,38,-7.108
153765,33.68,-1.288,0.157,45,8.093
177963,90.71,-1.22,0.628,45,8.703
36599,86.03,9.884,1.572,31,14.429
43271,104.17,-4.081,-0.629,46,-8.563
114808,20.47,8.322,0.158,45,7.189
124419,88.71,8.915,0.627,36,9.937
88137,37.49,0.98,0.156,45,6.548
118365,156.68,-3.397,-0.078,32,-7.693
29714,100.59,-7.136,-0.627,28,-11.467
38194,4.84,11.525,0.157,35,6.006
54556,123.27,5.951,1.57,44,11.78
121157,151.23,8.789,0.481,45,6.611
41133,139.28,-6.874,-2.042,45,-14.301
56429,80.68,-4.97,-0.157,45,-7.565
182268,42.64,-8.094,-0.158,35,-7.563
28737,104.73,-6.897,-0.617,45,-8.064
94522,144.3,2.394,2.513,45,12.502
15688,143.93,11.639,2.513,28,18.484
114352,97.2,4.036,2.312,37,14.391
124313,33.71,-2.611,0.156,45,6.753
122081,118.25,0.844,0.048,32,7.869
187371,93.65,4.868,0.118,46,6.426
163194,90.78,0.524,0.628,35,10.532
6990,72.16,1.63,-0.156,31,-8.531
164800,25.82,10.944,0.016,31,7.109
110193,24.02,3.454,0.158,44,7.83
142809,80.27,-4.321,-0.157,43,-7.532
145448,1.66,9.234,0.158,28,8.445
14902,43.53,-8.653,-0.158,36,-6.733
58879,74.25,1.596,-0.157,36,-8.102
42006,117.2,-3.557,-1.1,45,-11.266
5739,58.59,-12.164,-0.158,44,-6.542
195684,22.27,5.369,0.158,44,7.108
29037,81.75,-5.974,-0.157,37,-6.88
138582,39.29,4.902,0.156,28,7.871
79587,72.68,0.98,-0.158,35,-9.148
32298,45.36,-10.249,-0.156,45,-5.595
72437,90.65,-1.129,0.628,44,8.709
1054,133.92,11.867,2.045,36,12.085
194,37.08,2.257,0.158,34,8.353
30413,76.24,0.604,-0.159,45,-7.675
119256,6.4,12.665,0.156,45,5.244
109314,2.19,7.41,0.158,45,5.795
24826,341.22,1.186,-0.031,32,-8.379
144929,5.92,12.494,0.156,44,5.616
99186,151.43,12.164,1.009,45,8.273
189340,3.25,10.397,0.158,34,7.148
7684,18.62,10.853,0.158,45,6.878
197194,117.71,-1.949,-1.098,44,-12.007
146603,110.56,-0.114,1.102,45,9.999
17974,27.35,0.41,0.157,35,8.781
181383,416.41,-9.439,-0.016,32,-7.19
121938,313.63,-4.218,-0.031,32,-7.784
152044,77.75,-0.946,-0.155,35,-7.649
195907,139.72,-3.192,-2.042,37,-13.206
43035,20.42,8.744,0.157,35,7.549
84327,45.75,-11.411,-0.157,35,-6.2
48454,74.21,2.405,-0.157,45,-7.302
146680,38.55,3.169,0.156,36,7.242
157830,27.5,-0.98,0.156,44,7.544
50476,18.23,10.967,0.157,44,6.44
12170,58.87,-10.853,-0.158,45,-5.605
187310,79.63,-4.058,-0.157,30,-8.21
91947,128.82,-8.744,-1.572,35,-12.475
156306,33.1,-1.163,0.156,32,8.547
126054,62.13,-8.231,-0.157,27,-7.946
194733,39.48,4.355,0.157,36,7.029
135740,118.21,1.653,-1.099,45,-7.693
65125,129.94,-2.451,-1.573,45,-11.019
137386,27.57,-0.388,0.157,44,8.171
75615,124.65,4.868,1.401,44,9.514
172154,4.3,10.841,0.157,37,6.049
64811,58.23,-12.107,-0.157,45,-6.023
7119,118.41,-4.15,-1.099,37,-12.387
188084,90.16,-0.023,0.627,44,8.567
193679,145.34,-11.32,-0.046,32,-6.799
43918,22.84,5.381,0.158,35,7.996
73604,88.34,9.337,0.628,43,7.99
61456,37.09,0.547,0.157,45,6.627
91211,23.74,2.611,0.156,45,6.6
38658,64.91,-2.656,-0.157,45,-6.671
70020,31.79,-3.101,0.157,44,7.007
110638,79.01,-2.93,-0.158,36,-7.965
194056,97.34,6.487,1.989,34,15.114
158917,27.55,-0.023,0.156,36,8.528
175193,27.13,-1.06,0.156,44,7.121
13886,42.35,-9.086,-0.109,28,-8.506
75741,32.47,-0.593,0.16,35,9.329
195094,99.02,-12.289,-0.628,44,-7.006
157430,3.62,9.884,0.158,38,6.073
190738,59.83,-11.001,-0.157,34,-7.127
7765,30.68,-1.938,0.158,44,8.178
133931,120.7,7.535,0.302,45,5.947
171962,134.01,10.374,2.043,44,12.375
40978,34.37,-0.73,0.157,35,8.167
82821,18.86,11.069,0.158,44,7.45
104091,120.62,10.431,0.128,28,9.647
127183,349.27,-0.137,0.016,32,7.241
31182,81.13,-4.549,-0.158,44,-6.428
142214,123.34,11.047,1.57,28,17.869
66692,110.28,0.479,1.101,44,9.948
139434,73.84,1.847,-0.158,38,-8.014
195690,92.06,-6.783,-1.569,35,-15.287
185512,122.84,11.206,1.571,45,10.537
61160,26.76,1.345,0.157,30,9.15
77306,99.67,-9.337,-0.628,44,-7.891
162300,29.72,-2.109,0.156,44,7.794
162483,140.61,-5.803,-0.522,37,-8.124
192086,77.52,-0.73,-0.158,44,-7.675
134912,37.6,1.482,0.156,37,6.898
86480,57.72,-12.551,-0.157,45,-5.837
166298,33.36,-1.87,0.158,45,7.676
174107,92.73,-3.443,-1.572,35,-12.472
198498,110.21,2.098,1.1,45,11.292
86550,149.27,-3.591,-1.767,44,-10.992
66942,104.22,-5.78,-0.628,35,-9.932
146551,70.35,2.759,-0.156,44,-6.919
13543,90.61,1.277,0.627,35,11.05
17816,89.03,11.332,0.033,32,7.543
22451,68.31,0.456,-0.156,35,-7.757
16181,219.32,5.255,0.016,32,8.114
58353,62.2,-8.436,-0.157,27,-8.262
167574,38.33,3.83,0.156,28,8.236
77359,76.6,-0.901,-0.159,31,-8.831
152570,24.57,3.374,0.157,30,8.538
